"Max_Temperature_F","Mean_Temperature_F","Min_TemperatureF","Max_Dew_Point_F","MeanDew_Point_F","Min_Dewpoint_F","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_Pressure_In","Mean_Sea_Level_Pressure_In","Min_Sea_Level_Pressure_In","Max_Visibility_Miles","Mean_Visibility_Miles","Min_Visibility_Miles","Max_Wind_Speed_MPH","Mean_Wind_Speed_MPH","Max_Gust_Speed_MPH","Precipitation_In","Events","temp_range","date","day_number","total_trips","total_durations","avg_durations"
57,52,48,52,46,40,100,79,55,29.93,29.84,29.74,10,10,7,17,9,"26",0.55,"Rain",9,2015-12-06,420,95,70404.9,741.1
55,52,50,54,48,40,100,87,59,29.89,29.78,29.62,10,7,2,14,7,"21",1.06,"Rain",5,2015-12-07,421,170,97860,575.6
63,58,52,57,54,52,100,90,81,29.86,29.67,29.46,10,7,2,20,10,"32",1.51,"Rain",11,2015-12-08,422,169,89282.2,528.3
57,52,46,53,45,41,87,75,62,29.85,29.67,29.44,10,9,3,17,11,"37",0.56,"Rain-Thunderstorm",11,2015-12-09,423,234,145632.8,622.4
55,50,46,45,41,35,86,72,49,29.49,29.32,29.15,10,9,5,22,12,"38",0.63,"Rain-Thunderstorm",9,2015-12-10,424,212,111639.8,526.6
52,48,43,43,41,39,90,81,61,29.84,29.65,29.49,10,10,10,7,2,NA,0.01,"Rain",9,2015-12-11,425,247,160472.3,649.7
51,48,44,44,42,40,93,84,68,29.88,29.61,29.37,10,8,4,22,8,"36",0.56,"Rain",7,2015-12-12,426,58,58320.5,1005.5
48,46,45,43,41,39,87,78,71,29.89,29.62,29.47,10,10,7,30,14,"38",0.11,"Rain",3,2015-12-13,427,68,66459.4,977.3
48,42,36,40,36,33,89,75,58,30.33,30.14,29.91,10,10,9,9,3,NA,0,"Snow",12,2015-12-14,428,260,191755.5,737.5
46,40,33,37,34,32,97,80,56,30.35,30.29,30.16,10,6,0,10,6,NA,0.02,"Fog-Rain",13,2015-12-15,429,239,134561.8,563
45,41,37,33,32,30,79,66,56,30.27,30.19,30.05,10,10,8,7,2,NA,0.13,"Rain",8,2015-12-16,430,234,141889.6,606.4
46,42,39,34,32,24,73,67,49,30.02,29.72,29.49,10,7,2,14,6,"17",0.82,"Rain",7,2015-12-17,431,166,84449.8,508.7
50,46,42,33,32,30,67,58,48,29.86,29.71,29.44,10,9,4,14,9,"25",0.54,"Rain",8,2015-12-18,432,223,141748.8,635.6
48,44,39,34,32,31,75,64,52,29.93,29.88,29.78,10,10,10,13,8,"21",0.01,"Rain",9,2015-12-19,433,116,114224.9,984.7
48,46,43,33,32,32,65,59,54,29.8,29.72,29.62,10,10,7,18,13,"29",0.19,"Rain",5,2015-12-20,434,89,93503.6,1050.6
45,42,39,43,37,30,100,83,58,29.74,29.4,29.14,10,8,2,13,6,"17",0.83,"Rain",6,2015-12-21,435,123,73380,596.6
46,42,39,41,37,33,100,78,61,29.61,29.51,29.41,10,10,9,18,6,"26",0.12,"Rain",7,2015-12-22,436,168,112683.9,670.7
43,41,39,41,37,35,96,83,76,29.57,29.52,29.47,10,10,10,20,11,"30",0.09,"Rain",4,2015-12-23,437,118,90927.3,770.6
43,41,39,39,37,36,93,85,76,29.93,29.71,29.52,10,10,8,13,7,"20",0.11,"Rain",4,2015-12-24,438,96,86023.8,896.1
41,38,36,38,37,35,100,94,86,30.52,30.21,29.94,10,10,6,7,4,NA,0.05,"Rain",5,2015-12-25,439,73,112738.2,1544.4
41,38,35,37,32,26,100,81,58,30.57,30.47,30.27,10,10,7,8,4,NA,0,NA,6,2015-12-26,440,64,79288.9,1238.9
42,40,37,37,33,27,96,81,60,30.24,30.09,30.02,10,9,7,9,3,NA,0.32,"Rain",5,2015-12-27,441,30,16184.5,539.5
42,40,37,39,37,35,100,91,79,30.17,30.12,30.05,10,9,6,7,2,NA,0.03,"Rain",5,2015-12-28,442,149,110371.3,740.7
45,40,33,38,36,31,100,87,65,30.25,30.16,30.13,10,9,6,12,2,NA,0,NA,12,2015-12-29,443,180,184925.4,1027.4
43,36,30,28,26,23,88,72,45,30.5,30.41,30.26,10,10,10,7,1,NA,0,NA,13,2015-12-30,444,154,103149.2,669.8
43,35,27,27,23,22,89,70,43,30.58,30.53,30.51,10,10,10,6,1,NA,0,NA,16,2015-12-31,445,208,296190,1424
44,34,25,30,25,21,92,76,43,30.49,30.38,30.27,10,10,6,5,1,NA,0,NA,19,2016-01-01,446,126,170758.6,1355.2
44,34,23,30,23,13,96,73,33,30.26,30.19,30.11,10,9,6,8,2,NA,0,NA,21,2016-01-02,447,99,225503.2,2277.8
39,34,28,34,26,14,87,67,35,30.09,29.96,29.86,10,9,3,14,4,NA,0.01,"Rain-Snow",11,2016-01-03,448,58,55461.3,956.2
39,38,37,34,33,32,87,83,76,29.84,29.77,29.67,10,6,2,8,1,NA,0.07,"Rain",2,2016-01-04,449,159,87460.8,550.1
44,40,37,39,33,32,100,73,63,29.6,29.58,29.56,10,8,5,5,1,NA,0.11,"Rain",7,2016-01-05,450,156,81615.5,523.2
51,43,35,42,39,35,100,90,66,29.76,29.65,29.59,10,9,2,7,1,NA,0,NA,16,2016-01-06,451,229,173427.1,757.3
45,38,32,41,37,32,100,93,81,30.03,29.91,29.77,10,6,0,6,2,NA,0,"Fog",13,2016-01-07,452,258,192157.7,744.8
48,39,30,42,38,30,100,93,74,30.08,30.04,30.01,10,6,0,7,1,NA,0,"Fog",18,2016-01-08,453,309,275451.3,891.4
48,39,30,41,36,30,100,92,66,30.22,30.1,30.01,10,5,0,6,1,NA,0,"Fog",18,2016-01-09,454,147,222110.2,1511
51,43,32,39,32,25,93,69,50,30.27,30.21,30.15,10,10,9,8,2,NA,0,NA,19,2016-01-10,455,183,309293.1,1690.1
45,38,30,42,35,25,100,85,65,30.17,30.14,30.12,10,10,8,10,3,NA,0.09,"Rain",15,2016-01-11,456,170,97355.1,572.7
48,42,37,44,42,36,96,88,77,30.14,29.85,29.53,10,9,5,16,5,"26",0.52,"Rain",11,2016-01-12,457,150,80247.6,535
55,48,42,49,45,41,100,89,74,30.03,29.77,29.54,10,8,3,22,8,"30",0.57,"Rain",13,2016-01-13,458,181,128813,711.7
48,42,35,41,37,33,97,85,68,30.06,29.94,29.79,10,10,10,9,5,NA,0,NA,13,2016-01-14,459,256,185887.1,726.1
48,40,32,45,39,32,100,92,86,30.01,29.94,29.86,10,9,4,7,4,NA,0.04,"Rain-Snow",16,2016-01-15,460,194,118988.2,613.3
53,48,43,48,45,40,100,89,83,29.97,29.79,29.65,10,9,3,15,5,"26",0.41,"Rain",10,2016-01-16,461,52,37543.1,722
50,46,42,47,43,40,97,91,82,29.95,29.81,29.68,10,10,7,13,5,NA,0.32,"Rain",8,2016-01-17,462,62,59357.6,957.4
54,48,42,44,42,37,100,81,59,30,29.94,29.85,10,10,10,15,5,"22",0.05,"Rain",12,2016-01-18,463,194,164495.4,847.9
46,44,41,44,41,37,97,89,76,29.93,29.77,29.59,10,8,4,10,3,NA,0.46,"Rain",5,2016-01-19,464,185,114819.7,620.6
52,46,41,44,42,40,100,84,63,30.2,30.09,29.93,10,10,7,10,5,NA,0.2,"Rain",11,2016-01-20,465,207,115877.1,559.8
51,48,45,49,47,44,100,95,86,29.97,29.84,29.69,10,8,5,8,3,NA,1.27,"Rain",6,2016-01-21,466,106,57068.1,538.4
55,50,46,50,46,42,97,85,67,29.93,29.81,29.64,10,10,6,17,8,"25",0.27,"Rain",9,2016-01-22,467,243,227617.1,936.7
46,45,44,46,44,40,100,94,79,29.97,29.8,29.71,10,8,4,8,2,NA,0.53,"Rain",2,2016-01-23,468,45,24659.7,548
50,44,37,44,40,37,100,82,61,30.19,30.11,29.99,10,10,10,8,5,NA,0,NA,13,2016-01-24,469,135,233883.4,1732.5
54,45,36,42,39,35,97,81,59,30.26,30.23,30.19,10,10,10,6,2,NA,0,NA,18,2016-01-25,470,272,215964.6,794
55,50,46,54,49,39,100,91,66,30.27,30.24,30.2,10,9,2,12,4,NA,0.27,"Rain",9,2016-01-26,471,165,133446.9,808.8
57,54,50,54,52,49,100,94,87,30.24,30.13,29.92,10,9,5,10,5,NA,0.8,"Rain",7,2016-01-27,472,194,120423.7,620.7
55,50,46,54,48,43,100,86,64,30.07,29.91,29.79,10,9,5,13,9,"23",0.52,"Rain",9,2016-01-28,473,210,156721,746.3
50,47,44,43,41,37,93,80,68,30,29.76,29.6,10,10,8,20,6,"28",0.18,"Rain",6,2016-01-29,474,185,137532.9,743.4
46,42,39,39,37,36,93,81,68,30.02,29.95,29.86,10,10,7,15,9,"21",0.02,"Rain",7,2016-01-30,475,139,175397.2,1261.9
46,42,37,39,37,34,89,80,71,30.13,30.05,30.02,10,10,10,12,7,"17",0,NA,9,2016-01-31,476,93,86544.2,930.6
45,41,37,40,39,37,97,88,74,30.21,30.18,30.13,10,10,6,9,5,NA,0.25,"Rain",8,2016-02-01,477,216,148831.8,689
50,42,35,40,36,31,100,82,48,30.22,30.2,30.18,10,9,0,8,2,NA,0.02,"Fog-Rain",15,2016-02-02,478,289,220786.6,764
48,44,41,44,39,35,97,83,59,30.22,30.1,29.95,10,9,6,16,6,"23",0.48,"Rain",7,2016-02-03,479,179,104236.7,582.3
48,46,45,46,44,41,93,87,80,30.4,30.32,30.14,10,10,10,16,10,"25",0.05,"Rain",3,2016-02-04,480,216,154897.5,717.1
53,48,42,45,43,40,100,84,64,30.35,30.18,29.99,10,10,5,21,5,"32",0.15,"Rain",11,2016-02-05,481,240,217607.8,906.7
48,42,36,41,40,35,100,82,71,30.51,30.43,30.25,10,10,9,16,9,"22",0,NA,12,2016-02-06,482,143,223663.2,1564.1
50,43,36,41,38,36,100,84,61,30.57,30.54,30.5,10,10,10,9,2,NA,0,NA,14,2016-02-07,483,110,150259.6,1366
57,48,39,44,41,37,97,81,59,30.51,30.41,30.28,10,10,10,8,2,NA,0,NA,18,2016-02-08,484,275,258042.2,938.3
62,50,39,47,42,37,100,83,55,30.26,30.18,30.1,10,7,0,10,2,NA,0,"Fog",23,2016-02-09,485,255,211590.8,829.8
55,50,44,52,45,39,100,81,63,30.31,30.21,30.08,10,10,4,10,5,"23",0.16,"Rain",11,2016-02-10,486,224,176295.5,787
55,50,44,52,47,43,100,89,72,30.29,30.15,30.08,10,8,3,8,3,NA,0.37,"Rain",11,2016-02-11,487,190,117460.7,618.2
57,52,48,54,49,43,100,89,62,30.2,30.11,30.06,10,8,2,17,7,"28",0.86,"Rain",9,2016-02-12,488,235,190223.2,809.5
51,48,46,47,44,41,100,89,71,30.29,30.19,30.08,10,9,3,15,10,"22",0.36,"Rain",5,2016-02-13,489,94,111121.2,1182.1
55,NA,55,50,50,50,82,82,82,30.12,30.12,30.12,10,10,10,23,23,NA,0,NA,0,2016-02-14,490,110,160619.7,1460.2
57,54,51,49,48,46,92,84,67,30.01,30,29.98,10,8,4,13,9,"25",0.12,"Rain",6,2016-02-15,491,88,56677.7,644.1
55,53,50,49,48,46,92,86,75,30.05,29.95,29.71,10,10,10,13,7,"26",0.01,"Rain",5,2016-02-16,492,228,223001.9,978.1
57,52,48,50,47,45,96,85,67,29.69,29.37,29.17,10,9,6,9,4,"18",0.46,"Rain",9,2016-02-17,493,204,148913.1,730
52,49,46,46,43,39,100,82,63,29.73,29.45,29.27,10,10,7,16,8,"28",0.12,"Rain",6,2016-02-18,494,238,180502.2,758.4
51,46,42,46,43,39,96,87,77,30.14,29.79,29.58,10,9,7,15,7,"24",0.49,"Rain",9,2016-02-19,495,167,91409.3,547.4
52,44,37,39,37,35,96,74,54,30.4,30.32,30.18,10,10,10,13,8,"20",0,"Rain",15,2016-02-20,496,246,565707.5,2299.6
51,42,34,43,39,34,100,87,71,30.36,30.23,30.12,10,10,7,14,3,"23",0.07,"Rain",17,2016-02-21,497,149,249178.1,1672.3
51,46,41,41,39,38,93,82,63,30.44,30.4,30.36,10,10,10,10,6,NA,0.01,"Rain",10,2016-02-22,498,231,183258.1,793.3
60,48,37,38,33,28,96,61,32,30.35,30.19,30.07,10,10,10,13,4,NA,0,NA,23,2016-02-23,499,278,197438.5,710.2
57,50,44,50,40,34,100,69,41,30.25,30.2,30.12,10,10,7,6,1,NA,0.02,"Rain",13,2016-02-24,500,226,128802.2,569.9
61,50,39,45,42,39,100,80,49,30.25,30.18,30.09,10,9,1,7,1,NA,0,"Fog-Rain",22,2016-02-25,501,279,232232.5,832.4
60,51,42,50,45,41,96,84,49,30.08,29.98,29.93,10,10,6,9,3,NA,0.15,"Rain",18,2016-02-26,502,245,278556.9,1137
57,52,46,49,47,42,100,87,60,30.14,30.07,29.96,10,9,4,10,2,NA,0.08,"Rain",11,2016-02-27,503,170,362226.2,2130.7
52,48,44,47,43,40,93,86,77,30.2,29.99,29.79,10,9,5,16,6,"31",0.68,"Rain",8,2016-02-28,504,59,133543.3,2263.4
53,48,44,45,41,38,96,76,57,30.24,30.16,30.01,10,10,8,10,6,NA,0.12,"Rain",9,2016-02-29,505,202,111349.4,551.2
55,50,45,49,44,39,100,86,63,29.98,29.75,29.55,10,9,4,23,6,"34",0.71,"Rain",10,2016-03-01,506,150,76174.4,507.8
54,50,46,49,44,38,97,80,55,30.02,29.91,29.74,10,9,4,20,11,"29",0.27,"Rain",8,2016-03-02,507,263,226427.2,860.9
57,52,48,50,45,41,96,76,55,30.01,29.96,29.83,10,10,9,16,8,"25",0.03,"Rain",9,2016-03-03,508,212,162569.7,766.8
57,48,39,48,43,38,97,84,55,29.94,29.79,29.51,10,10,7,9,2,NA,0.21,"Rain",18,2016-03-04,509,206,159937.4,776.4
63,56,48,52,49,45,93,75,54,29.65,29.46,29.17,10,10,9,18,6,NA,0.2,"Rain",15,2016-03-05,510,248,500966.4,2020
60,52,45,48,44,42,93,82,64,29.61,29.53,29.23,10,9,2,14,9,"26",0.39,"Rain",15,2016-03-06,511,96,105473.6,1098.7
52,48,41,44,41,39,100,84,66,30.04,29.82,29.55,10,10,4,18,8,"25",0.26,"Rain",11,2016-03-07,512,189,173244.4,916.6
53,46,39,43,38,35,93,75,52,30.04,29.94,29.85,10,10,8,9,7,"20",0.03,"Rain",14,2016-03-08,513,236,184345.2,781.1
55,48,43,50,44,42,97,88,71,29.9,29.65,29.36,10,9,4,16,7,"30",0.97,"Rain",12,2016-03-09,514,168,134487.6,800.5
55,48,39,52,43,39,100,80,57,29.97,29.74,29.38,10,10,6,22,13,"38",0.32,"Rain",16,2016-03-10,515,190,133739.2,703.9
55,46,36,48,43,36,100,90,59,29.93,29.63,29.49,10,9,4,8,3,NA,0.35,"Fog-Rain",19,2016-03-11,516,185,184576.8,997.7
51,46,39,48,41,37,100,81,63,29.76,29.64,29.5,10,10,8,18,9,"28",0.2,"Rain",12,2016-03-12,517,112,137102.1,1224.1
53,47,41,44,40,38,96,82,59,29.72,29.48,29.23,10,9,5,29,9,"52",0.52,"Rain",12,2016-03-13,518,68,68943.3,1013.9
48,44,41,42,39,38,89,86,71,30.11,29.86,29.6,10,10,7,15,11,"25",0.06,"Rain-Thunderstorm",7,2016-03-14,519,151,117319.2,776.9
51,46,41,40,38,37,86,77,59,30.27,30.23,30.14,10,10,10,12,8,"22",0,NA,10,2016-03-15,520,250,265322.1,1061.3
53,47,42,41,37,32,93,71,47,30.36,30.33,30.28,10,10,10,9,2,NA,0,NA,11,2016-03-16,521,288,221194.7,768
57,47,37,38,33,26,93,65,33,30.36,30.29,30.18,10,10,10,14,3,"20",0,NA,20,2016-03-17,522,286,254290.3,889.1
63,52,42,27,24,22,53,33,23,30.17,30.06,30,10,10,10,20,8,"26",0,NA,21,2016-03-18,523,299,349287.2,1168.2
61,54,48,45,38,24,69,53,31,30.06,30,29.92,10,10,10,8,3,NA,0,NA,13,2016-03-19,524,289,592903.7,2051.6
55,52,48,51,48,41,96,86,66,29.91,29.82,29.76,10,10,9,13,2,NA,0.08,"Rain",7,2016-03-20,525,157,153854.4,980
55,50,46,48,47,44,100,89,77,29.83,29.77,29.69,10,10,6,9,6,"20",0.28,"Rain",9,2016-03-21,526,173,166938.2,965
57,50,45,46,44,42,93,81,62,30.22,30.02,29.83,10,10,8,12,7,"18",0.01,"Rain",12,2016-03-22,527,256,228571,892.9
53,50,48,48,45,43,97,84,74,30.27,30.18,30,10,9,2,15,11,"25",0.13,"Rain",5,2016-03-23,528,244,305938,1253.8
54,49,45,43,40,38,86,76,59,30.21,30.15,30.05,10,10,10,16,10,"24",0,"Rain",9,2016-03-24,529,315,333843.5,1059.8
57,50,44,41,38,32,85,68,42,30.25,30.21,30.18,10,10,10,8,4,"20",0,NA,13,2016-03-25,530,314,388835.2,1238.3
59,50,41,46,39,33,93,66,39,30.17,30.01,29.85,10,10,8,8,2,NA,0.04,"Rain",18,2016-03-26,531,291,671044.7,2306
51,47,39,49,44,38,100,88,71,30.12,29.95,29.82,10,9,2,16,9,"34",0.48,"Rain",12,2016-03-27,532,77,71022.1,922.4
55,46,37,42,40,38,100,81,59,30.22,30.19,30.14,10,10,10,10,3,NA,0,"Rain",18,2016-03-28,533,249,218019,875.6
64,50,37,43,39,36,100,74,38,30.21,30.15,30.06,10,9,1,12,4,"20",0,NA,27,2016-03-29,534,325,337100.9,1037.2
68,54,43,45,42,39,93,64,37,30.11,30.07,30.03,10,10,10,8,2,NA,0,NA,25,2016-03-30,535,318,321605.9,1011.3
73,59,46,47,45,43,90,64,35,30.14,30.1,30.06,10,10,10,7,1,NA,0,NA,27,2016-03-31,536,368,433362.4,1177.6
71,58,46,50,48,45,93,69,44,30.19,30.15,30.1,10,10,10,8,3,NA,0,NA,25,2016-04-01,537,465,772832.9,1662
63,54,48,49,47,45,100,80,58,30.19,30.15,30.1,10,10,10,12,4,NA,0,NA,15,2016-04-02,538,351,634231.2,1806.9
69,58,46,51,47,38,97,71,42,30.13,30.02,29.89,10,10,5,13,3,"20",0.12,"Rain",23,2016-04-03,539,308,652919.9,2119.9
60,54,46,50,43,40,92,72,51,30.45,30.22,30.02,10,10,5,18,12,"30",0.17,"Rain",14,2016-04-04,540,271,209990.2,774.9
57,52,46,46,44,42,86,77,64,30.57,30.51,30.45,10,10,10,14,8,"21",0,NA,11,2016-04-05,541,323,271589.4,840.8
68,56,45,47,44,40,90,67,38,30.5,30.37,30.2,10,10,10,12,4,"17",0,NA,23,2016-04-06,542,312,263879,845.8
77,63,51,51,49,46,89,65,37,30.18,29.99,29.86,10,10,10,10,4,NA,0,NA,26,2016-04-07,543,343,370743.6,1080.9
75,64,52,52,48,42,89,64,34,29.91,29.87,29.81,10,10,10,8,2,NA,0,NA,23,2016-04-08,544,388,482463.8,1243.5
66,55,46,50,47,44,100,73,48,29.88,29.84,29.79,10,10,10,6,2,NA,0,NA,20,2016-04-09,545,385,867785.7,2254
59,52,48,45,43,42,86,71,57,30.04,29.95,29.87,10,10,10,9,7,NA,0,NA,11,2016-04-10,546,232,500186.6,2156
57,54,50,44,42,39,80,67,51,30.14,30.09,30.04,10,10,10,10,6,NA,0,NA,7,2016-04-11,547,240,167123.8,696.3
60,52,46,48,44,41,97,79,59,30.14,30.11,30.07,10,9,4,16,8,"23",0.44,"Rain",14,2016-04-12,548,203,135931.3,669.6
59,52,46,46,42,37,97,73,44,30.14,29.98,29.68,10,10,10,13,6,"17",0,"Rain",13,2016-04-13,549,261,160797.5,616.1
59,52,45,46,42,38,93,73,49,30.07,29.81,29.7,10,10,6,14,6,"32",0.2,"Rain",14,2016-04-14,550,290,332153.7,1145.4
60,54,48,47,43,39,90,70,48,30.35,30.27,30.1,10,10,10,14,6,"17",0,NA,12,2016-04-15,551,248,219786.1,886.2
68,56,43,45,41,35,89,62,31,30.36,30.32,30.27,10,10,10,8,4,NA,0,NA,25,2016-04-16,552,403,952234.8,2362.9
77,64,50,50,47,44,83,61,33,30.3,30.18,30.08,10,10,10,10,3,NA,0,NA,27,2016-04-17,553,300,893917.1,2979.7
89,70,52,62,50,45,89,53,27,30.1,30.05,29.98,10,10,10,9,2,NA,0,NA,37,2016-04-18,554,323,449869.1,1392.8
81,68,55,52,50,47,83,54,31,30.02,29.95,29.85,10,10,10,9,3,NA,0,NA,26,2016-04-19,555,349,370485.6,1061.6
81,67,55,55,52,50,87,62,37,29.87,29.81,29.71,10,10,10,9,2,NA,0,NA,26,2016-04-20,556,342,374591.6,1095.3
73,63,53,53,50,42,89,65,34,29.85,29.76,29.64,10,10,10,12,8,NA,0,"Rain",20,2016-04-21,557,311,332652.4,1069.6
64,58,54,52,51,49,84,77,63,29.94,29.74,29.62,10,10,10,15,6,"18",0.02,"Rain",10,2016-04-22,558,262,223177.2,851.8
64,58,53,52,49,46,86,75,52,30.05,30,29.94,10,10,5,13,9,"22",0.02,"Rain",11,2016-04-23,559,167,267556.9,1602.1
55,51,48,49,46,42,93,83,66,30.17,30.07,29.99,10,9,5,10,6,"18",0.27,"Rain",7,2016-04-24,560,86,99625,1158.4
59,52,46,46,42,33,100,76,42,30.23,30.2,30.17,10,10,8,7,2,NA,0.1,NA,13,2016-04-25,561,234,230313.6,984.2
60,52,43,44,41,37,93,69,44,30.2,30.1,30.01,10,10,10,8,4,NA,0,NA,17,2016-04-26,562,301,302215.9,1004
61,56,51,47,44,40,80,67,46,30.06,30.02,30,10,10,10,12,2,NA,0,NA,10,2016-04-27,563,282,208644.1,739.9
64,58,53,50,47,43,86,71,52,30.12,30.09,30.06,10,10,10,7,3,NA,0,NA,11,2016-04-28,564,279,270684.1,970.2
61,55,50,49,46,43,96,74,53,30.25,30.14,30.08,10,10,5,8,4,NA,0.04,"Rain",11,2016-04-29,565,285,281365.8,987.2
68,56,45,47,44,40,97,64,37,30.38,30.32,30.26,10,10,10,12,3,"18",0,NA,23,2016-04-30,566,485,824296,1699.6
77,63,51,50,46,42,86,56,30,30.29,30.1,29.93,10,10,10,13,3,"20",0,NA,26,2016-05-01,567,456,1153848.4,2530.4
87,70,54,52,47,41,80,48,26,29.96,29.93,29.86,10,10,10,8,3,NA,0,NA,33,2016-05-02,568,415,507641.1,1223.2
73,65,57,55,52,45,84,65,47,30.1,30.03,29.97,10,10,10,9,3,"17",0,NA,16,2016-05-03,569,442,538722,1218.8
60,56,54,50,47,44,80,72,58,30.11,30.05,29.99,10,10,10,14,5,NA,0,NA,6,2016-05-04,570,340,249226.7,733
68,60,52,50,48,45,83,65,52,30.07,30.03,30,10,10,10,9,4,"20",0,NA,16,2016-05-05,571,432,576086.8,1333.5
77,66,54,49,44,37,77,48,24,30.1,30.03,29.97,10,10,10,14,3,"20",0,NA,23,2016-05-06,572,407,494729.1,1215.6
82,68,54,52,47,39,72,50,26,29.97,29.91,29.83,10,10,10,9,2,NA,0,NA,28,2016-05-07,573,402,863660,2148.4
63,56,50,50,46,42,100,72,46,30.01,29.96,29.9,10,9,2,13,7,"16",0.02,"Rain",13,2016-05-08,574,169,303914,1798.3
66,57,48,47,44,38,90,64,37,30.18,30.11,30.01,10,10,10,8,5,NA,0,NA,18,2016-05-09,575,341,276994,812.3
75,60,46,46,39,31,86,49,23,30.27,30.21,30.15,10,10,10,12,3,"17",0,NA,29,2016-05-10,576,361,367181.6,1017.1
81,66,52,55,43,34,74,45,25,30.17,30.04,29.92,10,10,10,8,4,NA,0,NA,29,2016-05-11,577,352,343353.5,975.4
77,64,52,49,45,39,80,53,29,30.04,30,29.96,10,10,10,6,3,NA,0,NA,25,2016-05-12,578,392,369242.6,941.9
82,68,54,51,49,48,86,56,30,30.02,29.95,29.86,10,10,10,12,5,"18",0,NA,28,2016-05-13,579,470,548435.2,1166.9
64,59,54,53,52,50,90,83,58,30,29.96,29.89,10,10,9,10,5,NA,0,NA,10,2016-05-14,580,191,394745.2,2066.7
57,56,54,55,53,51,97,91,86,30.1,30.03,29.98,10,10,6,8,6,NA,0,NA,3,2016-05-15,581,135,228748.9,1694.4
60,56,52,53,50,49,100,82,69,30.27,30.21,30.09,10,8,3,6,3,NA,0,NA,8,2016-05-16,582,256,224629.2,877.5
71,61,53,51,49,47,86,64,47,30.3,30.24,30.17,10,10,10,9,4,NA,0,NA,18,2016-05-17,583,411,392356,954.6
64,60,54,53,50,45,87,74,63,30.17,30.06,29.97,10,10,10,8,2,NA,0,NA,10,2016-05-18,584,336,249183.9,741.6
63,55,48,50,48,43,97,83,52,29.97,29.92,29.86,10,9,4,13,7,"20",0.22,"Rain",15,2016-05-19,585,308,283971.7,922
66,58,51,50,46,39,96,69,38,29.88,29.81,29.75,10,10,10,12,6,"18",0,NA,15,2016-05-20,586,583,678456.6,1163.7
59,56,52,51,38,28,90,56,32,29.9,29.82,29.74,10,9,4,10,3,NA,0.04,"Rain",7,2016-05-21,587,160,241716,1510.7
66,60,54,50,48,44,86,70,52,29.94,29.91,29.9,10,10,10,14,9,"21",0,NA,12,2016-05-22,588,355,655305.5,1845.9
64,59,54,50,48,45,83,69,52,29.95,29.94,29.93,10,10,10,10,6,NA,0,NA,10,2016-05-23,589,349,277757.8,795.9
66,62,57,52,51,49,78,70,56,30.03,29.99,29.94,10,10,10,6,3,NA,0,NA,9,2016-05-24,590,307,253467.6,825.6
66,60,55,52,50,45,84,72,61,30.21,30.14,30.04,10,10,10,12,4,"17",0,NA,11,2016-05-25,591,333,320482.1,962.4
64,58,53,49,45,42,83,67,53,30.21,30.18,30.13,10,10,6,12,9,"17",0,NA,11,2016-05-26,592,286,224847.4,786.2
64,57,51,49,44,37,83,67,38,30.17,30.14,30.11,10,10,10,12,7,NA,0.02,"Rain",13,2016-05-27,593,276,396066,1435
64,56,50,56,48,31,96,78,37,30.13,30.08,30.03,10,10,4,14,9,"23",0.03,"Rain",14,2016-05-28,594,217,414056.8,1908.1
64,58,53,53,49,41,93,76,48,30.26,30.14,30.04,10,9,3,14,7,NA,0,NA,11,2016-05-29,595,253,392057.1,1549.6
71,60,48,48,45,43,86,59,38,30.32,30.26,30.18,10,10,10,14,4,"16",0,NA,23,2016-05-30,596,363,692087.6,1906.6
79,66,55,50,48,45,80,54,33,30.17,30.06,29.95,10,10,10,7,2,NA,0,NA,24,2016-05-31,597,387,328251.3,848.2
75,66,59,58,52,45,90,61,48,29.97,29.94,29.89,10,10,10,12,4,"17",0,NA,16,2016-06-01,598,388,372675.3,960.5
71,64,59,57,54,51,90,75,51,30.19,30.05,29.92,10,10,10,18,10,"24",0,NA,12,2016-06-02,599,419,433818.5,1035.4
80,68,57,54,53,52,87,60,38,30.26,30.21,30.16,10,10,10,12,3,"17",0,NA,23,2016-06-03,600,423,529446.6,1251.6
81,72,63,54,45,35,67,39,29,30.16,30.05,29.93,10,10,10,12,5,"20",0,NA,18,2016-06-04,601,332,669329.7,2016.1
91,78,66,61,56,52,65,46,34,29.92,29.88,29.83,10,10,10,9,2,NA,0,NA,25,2016-06-05,602,399,723846.9,1814.2
86,74,64,56,52,46,65,46,33,29.94,29.88,29.83,10,10,10,12,3,"20",0,NA,22,2016-06-06,603,422,524789.1,1243.6
84,72,59,53,49,44,75,46,32,29.86,29.81,29.75,10,10,10,7,4,NA,0,NA,25,2016-06-07,604,435,632564.7,1454.2
66,62,57,52,49,47,75,62,51,29.96,29.87,29.76,10,10,10,15,7,"22",0,"Rain",9,2016-06-08,605,352,291559.5,828.3
64,59,54,54,47,40,90,67,43,29.97,29.93,29.87,10,10,3,12,7,NA,0.06,"Rain",10,2016-06-09,606,383,343823.2,897.7
66,58,52,52,48,42,89,73,45,30.1,30.01,29.9,10,10,10,14,8,"22",0.01,"Rain",14,2016-06-10,607,337,300087.3,890.5
64,58,52,54,50,47,93,79,54,30.28,30.19,30.1,10,10,6,9,6,NA,0.1,"Rain",12,2016-06-11,608,425,759962.7,1788.1
